generation_id,status,status_source,status_sha256,protocol,protocol_source,protocol_sha256,surrogate_model_set,surrogate_model_set_source,surrogate_model_set_sha256,heldout_model_set,heldout_model_set_source,heldout_model_set_sha256,candidate_sha256,candidate_sha256_source,candidate_sha256_sha256,surrogate_detection_rate,surrogate_detection_rate_source,surrogate_detection_rate_sha256,heldout_detection_rate,heldout_detection_rate_source,heldout_detection_rate_sha256,heldout_n,heldout_n_source,heldout_n_sha256,decision,decision_source,decision_sha256,evidence_state,evidence_state_source,evidence_state_sha256,certificate_id,certificate_id_source,certificate_id_sha256,source_commit,source_commit_source,source_commit_sha256,recorded_utc,recorded_utc_source,recorded_utc_sha256
RAC-PER-D2-0003,closed,manuscript/evidence/RAC-PER-D2-0003/d2-latest-status.json,f55732d666ce0227747e0416485364cf2d0d871ac395e2b7ff29d54291f1b5d1,RAC-PERSON-DETECT 1.1,manuscript/evidence/RAC-PER-D2-0003/d2-latest-status.json,f55732d666ce0227747e0416485364cf2d0d871ac395e2b7ff29d54291f1b5d1,PERSON-SUR-v2,manuscript/evidence/RAC-PER-D2-0003/d2-latest-status.json,f55732d666ce0227747e0416485364cf2d0d871ac395e2b7ff29d54291f1b5d1,PERSON-HO-v2,manuscript/evidence/RAC-PER-D2-0003/d2-latest-status.json,f55732d666ce0227747e0416485364cf2d0d871ac395e2b7ff29d54291f1b5d1,8f4f79a333cc8b5f61fe5e78c40fe175de41569ac6eddd68ee072d88ee7d51e8,benchmark-results.json,d21b2ef6e4619d7eaf67cb213a65fcb40560a2c8aeca2c670c9b0e100bc1f112,0.7222222222222222,benchmark-results.json,d21b2ef6e4619d7eaf67cb213a65fcb40560a2c8aeca2c670c9b0e100bc1f112,1.0,manuscript/evidence/RAC-PER-D2-0003/d2-latest-status.json,f55732d666ce0227747e0416485364cf2d0d871ac395e2b7ff29d54291f1b5d1,36,manuscript/evidence/RAC-PER-D2-0003/d2-latest-status.json,f55732d666ce0227747e0416485364cf2d0d871ac395e2b7ff29d54291f1b5d1,FAIL,manuscript/evidence/RAC-PER-D2-0003/d2-latest-status.json,f55732d666ce0227747e0416485364cf2d0d871ac395e2b7ff29d54291f1b5d1,RAC-D0,manuscript/evidence/RAC-PER-D2-0003/d2-latest-status.json,f55732d666ce0227747e0416485364cf2d0d871ac395e2b7ff29d54291f1b5d1,RAC-PER-D2-0003-1.0.0-1.1,manuscript/evidence/RAC-PER-D2-0003/d2-latest-status.json,f55732d666ce0227747e0416485364cf2d0d871ac395e2b7ff29d54291f1b5d1,65646777151966729ab6c06cdbdfe71671e5266d,manuscript/evidence/RAC-PER-D2-0003/d2-latest-status.json,f55732d666ce0227747e0416485364cf2d0d871ac395e2b7ff29d54291f1b5d1,2026-09-07T03:16:58.881070+00:00,benchmark-results.json,d21b2ef6e4619d7eaf67cb213a65fcb40560a2c8aeca2c670c9b0e100bc1f112
RAC-PER-D2-0004,closed,manuscript/evidence/RAC-PER-D2-0004/log-attested-evidence.json,8c5cf8617ef935cae8c662f60d11de96d4a5cb852afff512380e3e317a073ba3,RAC-PERSON-DETECT 1.2,manuscript/evidence/RAC-PER-D2-0004/log-attested-evidence.json,8c5cf8617ef935cae8c662f60d11de96d4a5cb852afff512380e3e317a073ba3,PERSON-SUR-v3,manuscript/evidence/RAC-PER-D2-0004/log-attested-evidence.json,8c5cf8617ef935cae8c662f60d11de96d4a5cb852afff512380e3e317a073ba3,PERSON-HO-v3,manuscript/evidence/RAC-PER-D2-0004/log-attested-evidence.json,8c5cf8617ef935cae8c662f60d11de96d4a5cb852afff512380e3e317a073ba3,9c8ae08de2106634e6a7f301d8d6e5933b0f561f3ea04e90e3c034c96c9e3803,manuscript/evidence/RAC-PER-D2-0004/log-attested-evidence.json,8c5cf8617ef935cae8c662f60d11de96d4a5cb852afff512380e3e317a073ba3,,,,1.0,manuscript/evidence/RAC-PER-D2-0004/log-attested-evidence.json,8c5cf8617ef935cae8c662f60d11de96d4a5cb852afff512380e3e317a073ba3,36,manuscript/evidence/RAC-PER-D2-0004/log-attested-evidence.json,8c5cf8617ef935cae8c662f60d11de96d4a5cb852afff512380e3e317a073ba3,FAIL,manuscript/evidence/RAC-PER-D2-0004/log-attested-evidence.json,8c5cf8617ef935cae8c662f60d11de96d4a5cb852afff512380e3e317a073ba3,RAC-D0,manuscript/evidence/RAC-PER-D2-0004/log-attested-evidence.json,8c5cf8617ef935cae8c662f60d11de96d4a5cb852afff512380e3e317a073ba3,RAC-PER-D2-0004-1.0.0-1.2,manuscript/evidence/RAC-PER-D2-0004/log-attested-evidence.json,8c5cf8617ef935cae8c662f60d11de96d4a5cb852afff512380e3e317a073ba3,b4fe0e5942b56b7fffb8de6f1cb3172744269f59,manuscript/evidence/RAC-PER-D2-0004/log-attested-evidence.json,8c5cf8617ef935cae8c662f60d11de96d4a5cb852afff512380e3e317a073ba3,2026-09-08,manuscript/evidence/RAC-PER-D2-0004/log-attested-evidence.json,8c5cf8617ef935cae8c662f60d11de96d4a5cb852afff512380e3e317a073ba3
